出表日期,報告年度,公司代號,公司名稱,用水量(公噸),資料範圍,用水密集度-密集度(公噸/單位) ,用水密集度-單位,取得驗證,date
1150513,113,2801,彰銀,134728.3341,國內、外及子公司全數營業據點,3.2217,公噸/百萬元營業額,ISO 46001,2026-05-15
1150513,113,2812,台中銀,55840.0000,母公司全行各單位,N/A,N/A,N/A,2026-05-15
1150513,113,2816,旺旺保,13.9920,總公司及分公司及其所轄單位,11.9000,公噸/服務,N/A,2026-05-15
1150513,113,2820,華票,2395.0000,本公司所屬行業別為票券金融業，數據邊界範圍為總公司及5 間分公司營業據點，涵蓋範圍包括所使用辦公樓層，盤查涵蓋範圍為100%。,1.0700,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2832,台產,12609.0000,總分公司,1.7178,公噸/百萬元營業額,環保署飲用水水質標準,2026-05-15
1150513,113,2834,臺企銀,117856.6000,合併財務報表母子公司,3.4550,公噸/百萬元營業額,ISO 14064-1,2026-05-15
1150513,113,2836,高雄銀,23.2265,高雄銀行全行據點,0.0053,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2838,聯邦銀,81444.9544,已完成合併財務報表之母子公司,4.1078,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2845,遠東銀,66231.0000,已完成合併財務報表之母子公司,24.9900,人均,N/A,2026-05-15
1150513,113,2849,安泰銀,40490.0000,已完成母公司(安泰商業銀行股份有限公司53個據點),7.3038,公噸/百萬元營業額,ISAE3410,2026-05-15
1150513,113,2850,新產,6473.6630,總公司+新竹分公司,0.8372,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2851,中再保,3385.0000,已完成母公司,0.1479,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2852,第一保,7270.0000,總公司,8.6137,公噸/員工人數(人),N/A,2026-05-15
1150513,113,2855,統一證,34668.0000,總公司及分公司,2.8830,公噸/百萬元營業額,ISO 14064-3,2026-05-15
1150513,113,2867,三商壽,8.1352,全公司,0.5945,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2880,華南金,288116.0000,已完成合併財務報表之母子公司,24.9106,公噸/人,ISO 46001,2026-05-15
1150513,113,2881,富邦金,554285.2345,富邦金控、富邦人壽、台北富邦銀行、富邦產險、富邦證券、富邦銀行（香港）、富邦證券投資信託、富邦華一銀行、富邦期貨、富邦育樂、富邦運動場館、北富銀創投、富邦證券投資顧問、富邦私募股權、富邦財產保險（廈門）、富邦綜合保險代理人、富邦金控創業投資、富邦資產管理、富邦現代生命保險、富邦基金管理（香港）。,13.2649,公噸/員工人數,N/A,2026-05-15
1150513,113,2882,國泰金,731639.1284,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募、電業)之國內據點，以及部份海外分支機構數據,16.2760,人均用水量，度/人 (度/總員工數),ISO 46001,2026-05-15
1150513,113,2883,凱基金,225500.0000,凱基金控及其子公司全球所有營運據點（ 除凱基證券海外據點及清算中的凱基銀行海外據點－中華開發國際租賃),0.0000,公噸/百萬元營業額,其他,2026-05-15
1150513,113,2884,玉山金,236647.7482,包含母公司個體之海內外營運據點,3.1079,公噸/百萬元營業額,ISO 14046,2026-05-15
1150513,113,2885,元大金,178890.0000,本公司及旗下所有子公司合計327 處營運據點,625.0400,公升/平方公尺,ISO 14046,2026-05-15
1150513,113,2886,兆豐金,195970.0000,"全臺營運據點
",20.8200,度/人,ISAE 3000,2026-05-15
1150513,113,2887,台新金,240852.0000,合併財務報表之母子公司，排除15家無法拆分用水量之銀行分行、台新融資租賃(中國)及其他海外辦公據點,2.7809,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2889,國票金,27023.0500,"2024年度盤查邊界包括國票金融控股公司、國票創業投資股份有限公司、國票證券投資顧問股份有限公司、國票證創業投資股份有限公司、國票期貨股份有限公司、國票綜合證券股份有限公司、國際票券金融股份有限公司、國票金租賃股份有限公司、國旺國際融資租賃有限公司、IBF Financial Holding (BVI) Co., Ltd.等共計49據點。因樂天網銀不在國票金控合併財報內，為符合金管會要求，故將樂天網銀移出組織邊界外",3.2900,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2890,永豐金,171417.0000,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資)之國內外所有營運據點納入統計範疇(與合併財報數據邊界一致),15.8800,公噸/總人數,AA1000 ASv3第二類型高度保證等級,2026-05-15
1150513,113,2891,中信金,514256.0000,中信金控、中信銀行(含海外分行及新增美、泰、菲、日子行)、台灣人壽(含中信產險) 、台灣彩券、中信證券(含中信證投顧及中信證創投)、中信投信、中信創投(含中信育樂、中信資本、和順興)、中信資產、中信保全、中信資融。,18.8600,立方米/人,"ISO 46001,ISO14064-1",2026-05-15
1150513,113,2892,第一金,235450.0000,第一銀行、第一金證券、第一金投信、第一金人壽及第一金AMC之國內全數分支機構及第一銀行海外營運據點。,3.2647,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2897,王道銀行,18840.0000,包含母公司個體之全球營運據點,2.4200,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2901,欣欣,16325.0000,已完成母公司,22.1976,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2903,遠百,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2904,匯僑,7029.0000,臺中港西二槽區及西五槽區,14.2856,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2905,三商,2087.0000,母公司,0.0100,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2906,高林,7593.2775,用水管理之盤查邊界涵蓋總部辦公室、樹林物流中心與全台G2000 19 家具營運控制權之門市。,N/A,N/A,"委託正大聯合會計師事務所依據中華民國確信準則公報第3000號對本報告特定項
目進行有限確信，確信報告請參閱本報告書附錄之會計師有限確信報告。",2026-05-15
1150513,113,2908,特力,14356.0000,特力股份有限公司,0.8251,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2910,統領,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2911,麗嬰房,0.5486,辦公室主要一般用水,N/A,N/A,N/A,2026-05-15
1150513,113,2912,統一超,4092852.3000,母公司,499.3500,度/門市,中華民國確信準則3000號,2026-05-15
1150513,113,2913,農林,562877.5000,"台灣農林2024年統計各分公司使用水量，範疇包括苗栗分公司、南投分公司、屏東老埤茶
廠、大溪老茶廠、銅鑼茶廠、企總小舖以及鹿篙咖啡莊園
註：屏東老埤農場及鹿篙咖啡莊園抽取地下水使用，揭露數據為抽取地下水水量。
",N/A,N/A,N/A,2026-05-15
1150513,113,2915,潤泰全,14040.7000,母公司,4.8500,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2923,鼎固-KY,838714.0000,包含母子公司主要項目據點、上海打浦橋日月光中心、上海嘉定日月光中心、上海嘉定日月光辦公樓、上海御華山以及重慶日月光中心。,97.9400,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2929,淘帝-KY,1639.0000,福州總部,0.7731,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,2939,永邑-KY,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,2945,三商家購,126203.7582,統計範圍包含三商家購總部、物流中心及納入能取得水單之門市(美廉社及心樸市集)及子公司門市(寵物好事及特美事),N/A,N/A,N/A,2026-05-15
1150513,113,3002,歐格,930.0000,母公司,2.6111,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3003,健和興,64650.0000,彰濱線西總廠、南二廠、彰濱三廠、金屬表面處理廠,21.6269,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3004,豐達科,127740.0000,母公司各廠區,41.0911,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3005,神基,629870.6535,資料範圍涵蓋神基控股暨合併財務報表之八家重要子公司，覆蓋率達合併營收約90%。,17.6591,公噸/百萬元營業額,AA1000 Type2中度保證,2026-05-15
1150513,113,3006,晶豪科,22182.0000,竹科總部、台北辦公室,38.1100,人均用水量,N/A,2026-05-15
1150513,113,3008,大立光,1143007.0000,精密機械園區之廠區(LP5、6、7),25.0934,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3010,華立,7845.3000,母公司華立及子公司全順､國軒,0.0160,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3011,今皓,44751.1217,"本公司以下營運據點：今晧實業股份有限公司、今皓光電(崑山)有限公司、泰國廠  J.B.T Industrial Co., Ltd. (J.B.T)",38.9075,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3013,晟銘電,388708.0000,包含合併財務報表之母子公司,N/A,N/A,N/A,2026-05-15
1150513,113,3014,聯陽,13.1680,用量統計範圍為新竹區辦公室；用水量以當月水費單之80%來計算。 ,0.0020,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3015,全漢,217409.0000,時間為2024年1⽉1⽇~12⽉31⽇；廠區包含全漢企業股份有限公司總部、桃⼆廠區與桃三廠、全漢企業股份有限公司⾼雄分公司、輝⼒廠、仲漢電⼦(深圳)有限公司、深圳市眾漢科技有限公司福永廠、無錫全漢科技有限公司、東莞普特、善元科技,18.7400,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3016,嘉晶,668559.8000,邊界為嘉晶主要生產製造廠區。(嘉積廠於2024.11.26取得工廠登記證，故以上數字並未含嘉積廠)。,162.7668,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3017,奇鋐,1921857.0000,包含合併報表所有公司，除富世達為上市公司單獨出具相關報告。,26.7800,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3018,隆銘綠能,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3019,亞光,96917.5900,台灣廠區,4.2052,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3021,鴻名,1773.0000,臺北總公司及泰山工廠。,2.0600,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3022,威強電,7714.0000,已完成母公司,1.7421,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3023,信邦,59970.0000,本公司、100%持股子公司,1.8100,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3024,憶聲,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3025,星通,8335.3000,合併財務報表之母公司,N/A,N/A,N/A,2026-05-15
1150513,113,3026,禾伸堂,266153.9095,臺北總公司、桃園龍潭一廠、桃園龍潭二廠、宜蘭利澤工廠,20.0834,公噸/產品,N/A,2026-05-15
1150513,113,3027,盛達,204.2000,盛達宜蘭廠,0.0072,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3028,增你強,4633.0000,台北總公司、新竹、台中及高雄營運據點,0.3342,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3029,零壹,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3030,德律,16857.0000,台北據點+林口據點+竹北據點,2.6522,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3031,佰鴻,119760.0000,已完成合併財務報表之母子公司,101.6640,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3032,偉訓,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3033,威健,4586.0000,母公司台灣營業據點,0.1029,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3034,聯詠,115653.0000,已完成合併財務報表之母子公司,1.1148,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3035,智原,20758.3200,僅⺟公司(新⽵營運據點、台北及台南辦公室)為統計邊界,1.8800,公噸/百萬元營業額,AA1000 (高度保證),2026-05-15
1150513,113,3036,文曄,12281.0000,台灣區中和總部辦公室,0.0007,單位面積用水量(百萬公升/ m2）,依據AA1000保證標準V3為中度保證等級,2026-05-15
1150513,113,3037,欣興,33807096.0000,母公司及部分子公司,223.8100,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3038,全台,204719.0000,母公司及東莞廠,47.6900,公噸/KPCS,N/A,2026-05-15
1150513,113,3040,遠見,334.9600,本集團,2.4272,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3041,揚智,5554.0000,僅母公司,3.4115,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3042,晶技,360400.0000,平鎮廠,0.0367,百萬公升/百萬元營業額,確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」(係參考國際確信準則ISAE 3000 Revised訂定)進行獨立有限確信。,2026-05-15
1150513,113,3043,科風,5359.0000,本廠與家美廠,N/A,N/A,N/A,2026-05-15
1150513,113,3044,健鼎,23184712.0000,包含合併財務報告子公司,272.0000,公噸/百萬元營業額,Alliance for Water Stewardship Platinum Level / AWS可持續水管理認證白金等級,2026-05-15
1150513,113,3045,台灣大,251910.0000,含合併財務報表之母子公司共29家,N/A,N/A,N/A,2026-05-15
1150513,113,3046,建碁,196.0000,含合併財務報表之母子公司,0.0282,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3047,訊舟,8480.0000,母公司(台北總公司),3.2429,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3048,益登,2919.0000,總公司設於商業辦公大樓內，依自來水公司憑據計算；桃園倉庫則設有獨立水表，並加計公共用水分攤,N/A,N/A,N/A,2026-05-15
1150513,113,3049,精金,293.9370,精金科技公司的取水來源皆為台灣自來水公司供應之自來水（曾文-烏山頭水庫），主要用途為一般生活用水與製程用水。,N/A,N/A,N/A,2026-05-15
1150513,113,3050,鈺德,32.3780,僅母公司,N/A,N/A,N/A,2026-05-15
1150513,113,3051,力特,194528.0000,母公司,103.0670,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3052,夆典,1070.0000,範圍為企業總部(新北市新民街)辦公處所。,0.0005,百萬公升 / 營業收入(百萬元),企業總部(新北市新民街)溫室氣體盤查範疇三確信項目中包含用水造成的排放。,2026-05-15
1150513,113,3054,立萬利,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3055,蔚華科,12648.0000,蔚華總公司辦公大樓(蔚華科技及子公司思衛科技),18.7858,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3056,富華新,74459.0000,資料涵蓋母公司及子公司總太營造,N/A,N/A,N/A,2026-05-15
1150513,113,3057,喬鼎,4453.0000,母公司,7.7714,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3058,立德,143747.0000,集團主要營運據點,45.9000,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3059,華晶科,25012.0000,新竹總部、台北辦公室,N/A,N/A,N/A,2026-05-15
1150513,113,3060,銘異,52078.0000,僅母公司桃園市龜山區範疇,N/A,N/A,N/A,2026-05-15
1150513,113,3062,建漢,24.7600,台灣總部與越南製造中心,0.0070,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3090,日電貿,1411.3700,盤查範圍為日電貿公司(僅母公司)/新店、中和,0.8060,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3092,鴻碩,69542.0000,合併財務報表-重要子公司-鴻碩精密電工(湖北)有限公司,35.9762,公噸/百萬元營業額,ISO 46001,2026-05-15
1150513,113,3094,聯傑,4736.0000,母公司,32.4673,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3130,一零四,9903.0000,包含新店總公司,10.5500,度/每人-每年,N/A,2026-05-15
1150513,113,3138,耀登,2398.0000,母公司,17.7407,公噸/人,N/A,2026-05-15
1150513,113,3149,正達,155237.0000,母公司(包含出租廠房之用水量),246.8100,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3150,鈺寶-創,313.0000,已完成母公司,0.9100,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3164,景岳,N/A,N/A,317.6132,公噸/產品,N/A,2026-05-15
1150513,113,3167,大量,3553.9000,僅母公司,N/A,N/A,N/A,2026-05-15
1150513,113,3168,眾福科,51.2489,眾福科技股份有限公司（含桃園工廠）及眾福科技（蘇州）股份有限公司為揭露範疇,0.0150,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3189,景碩,6543173.6400,石磊廠、清華廠、新豐廠、幼獅廠,1023.6737,公升/片,N/A,2026-05-15
1150513,113,3209,全科,1943.0000,本公司營運總部。,0.0423,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3229,晟鈦,51071.1070,合併財務報表之母子公司,55.6330,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3231,緯創,2487960.7200,邊界包括緯創資通股份有限公司、製造廠區性質之子公司以及專業投資/控股事業，與前一報告期間相較，新增納入所有售後服務據點性質之子公司。,3.6000,"千公噸取水／十億元新台幣；
",AA1000AS:2018 / Type II / High Assurance標準,2026-05-15
1150513,113,3257,虹冠電,1583.4600,母公司,1.9149,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3266,昇陽,1.2400,總公司辦公區域,0.0163,公噸/人,N/A,2026-05-15
1150513,113,3296,勝德,21086.6667,"採營運控制權法定義
包含勝德國際研發股份有限公司、東莞詮盛電器有限公司、勝興(越南-海陽)科技責任有限公司",N/A,N/A,ISO14001,2026-05-15
1150513,113,3305,昇貿,19713.6785,本公司以下營運據點：昇貿科技股份有限公司,7.8124,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3308,聯德,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3311,閎暉,36160.0000,母公司,31.7337,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3312,弘憶股,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3321,同泰,262300.0000,母公司,200.0000,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3338,泰碩,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3346,麗清,11.2620,母公司 (中和廠辦及觀音廠 2024.1.1~2024.12.31),4.0501,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3356,奇偶,5083.0000,內湖總公司、港墘辦公室、汐止辦公室及廠房,7.9174,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3376,新日興,3410480.0000,新日興及海外子公司,25.3000,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3380,明泰,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3406,玉晶光,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3413,京鼎,310431.0000,全廠區(台灣+海外),0.0189,ton/營收(千元) ,N/A,2026-05-15
1150513,113,3416,融程電,1500.3587,母公司,0.5330,公噸/百萬元營業額,ISAE 3000 ,2026-05-15
1150513,113,3419,譁裕,10327.0000,台灣(新竹總部、鳳山製造中心),8.2484,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3432,台端,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3437,榮創,47627.0000,母公司(湖口/四維廠區),25.8535,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3443,創意,17.2350,母公司新竹總部,33.4000,使用量(度)/員工數,N/A,2026-05-15
1150513,113,3447,展達,144699.4000,母公司(台北總部)、合併財務報表之子公司(蘇州工廠、泰國工廠),56.5600,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3450,聯鈞,8190.0000,母公司,N/A,N/A,N/A,2026-05-15
1150513,113,3481,群創,N/A,N/A,69.7460,公噸/百萬元營業額,其他,2026-05-15
1150513,113,3494,誠研,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3501,維熹,98212.5500,合併財務報表之母子公司(不含美日子公司),16.5800,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3504,揚明光,61607.0000,新竹科學園區新安路7號地下1樓至3樓,28.7492,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3515,華擎,5337.0000,母公司(台灣),16.3000,員工人均用水量,N/A,2026-05-15
1150513,113,3518,柏騰,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3528,安馳,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3530,晶相光,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3532,台勝科,0.0040,母公司,0.3600,ml/千片,ISO 46001,2026-05-15
1150513,113,3533,嘉澤,668190.0000,本公司廣州廠、中山廠、蘇州廠、越南廠,22.2000,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3535,晶彩科,4898.0000,總公司,7.5100,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3543,州巧,163515.0000,新竹、台南、蘇州、廈門、越南,0.0375,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3545,敦泰,N/A,N/A,N/A,N/A,N/A,2026-05-15
1150513,113,3550,聯穎,1416.8400,本公司台灣營運範圍(新北市中和區建八路16號4樓),6.4390,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3557,嘉威,418320.0000,母公司及大陸子公司,73.0700,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3563,牧德,4628.0717,新竹市工業東二路2~3號,2.8904,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3576,聯合再生,325190.0000,自來水單,75.6000,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3583,辛耘,465000.0000,湖口廠,48.0000,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3588,通嘉,4483.8400,母公司,2.2000,用水度數/人/月,N/A,2026-05-15
1150513,113,3591,艾笛森,73565.0000,母公司及全球生產基地,28.7500,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3592,瑞鼎,11669.0000,"母公司
",12.6700,人均用水量,N/A,2026-05-15
1150513,113,3593,力銘,53670.0000,涵蓋力銘臺灣總公司、蘇州隆登、蘇州瑞登資訊，力銘總公司無製程用水僅有生活用水使用自來水，由關係企業提供，不需支付水費,0.0001,取水量(百萬公升)/營業額(仟元,N/A,2026-05-15
1150513,113,3596,智易,112440.0000,"1.智易科技股份有限公司
2.仁寶網路資訊(昆山)有限公司
3.Arcadyan Technology (Vietnam) Co., Ltd.",2.0962,人均用水量,N/A,2026-05-15
1150513,113,3605,宏致,345304.8900,【母公司】宏致電子股份有限公司、【合併財務報表之(部分)子公司】廣迎新工業股份有限公司、龍翰科技股份有限公司、志展實業股份有限公司、香港商創世紀有限公司台灣分公司、昆山宏致電子有限公司、蘇州市加利斯精密金屬工藝製品有限公司、蘇州龍翰電子有限公司、東莞宏致電子有限公司、東莞奇翰電子有限公司、東莞廣迎五金塑膠製品有限公司、菲律賓龍翰股份有限公司、宏致精密責任有限公司,25.4700,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3607,谷崧,8672.0000,母公司,8.8118,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3617,碩天,96577.6120,"母公司、中國及菲律賓部份子公司(東莞市碩擎能源科技有限公司、碩擎能源科技（深圳）有限公司、碩天電源（深圳）有限公司、碩達電子（深圳）有限公司、廣升電子（深圳）有限公司、寧遠縣碩寧電子有限公司、Cyber Power Systems Manufacturing, Inc.與 Phisonic Technology Corporation)",1.0422,母公司：1.0422 公噸 CO₂e/百萬營業額；中國及菲律賓部份子公司：28.8643 公噸 CO₂e/百萬營業額,N/A,2026-05-15
1150513,113,3622,洋華,8948.0000,母公司,5.6741,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3645,達邁,202.9556,母公司,0.1208,公噸/產品,ISO 46001,2026-05-15
1150513,113,3652,精聯,6813.4800,母公司,3.2741,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3653,健策,1058984.0000,"母公司
",79.4675,公噸/百萬元營業額,ISO 14001,2026-05-15
1150513,113,3661,世芯-KY,2043.2000,台北及新竹營運據點,15.0200,水資源年度使用量(度)/工作者人數, AA1000AP(2018),2026-05-15
1150513,113,3665,貿聯-KY,452727.0000,統計範圍涵蓋集團35個生產據點:昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、台灣台南廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠、印尼巴淡廠。,8.3714,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3669,圓展,23781.0000,"母公司
",9.1114,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3673,TPK-KY,2541904.5886,包含合併財務報表之母子公司,36.9068,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3679,新至陞,199.8060,新至陞現行水資源管理範疇邊界為實質營運地區為台北廠、昆山廠及越南廠,0.0470,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3686,達能,122.1900,包含合併財務報表之母子公司,1.4804,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3694,海華,89868.0000,紘華(上海),144.4800,立方公尺/員工人數,N/A,2026-05-15
1150513,113,3701,大眾控,178.1138,"台灣地區: 包含大眾投控(母公司)、大眾電腦、眾晶科技、3CEMS Corp.（Cayman）、攸泰科技、睿剛電訊、廣仁電科
中國大陸地區: 包含廣上科技、才眾電腦",0.0042,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3702,大聯大,51706.0000,"辦公區域統計範圍：包含台灣地區（臺北、高雄、新竹）、中國大陸（含外點：香港、深圳、上海、成都、杭州、寧波、西安、合肥、青島、廈門，共10城市）、其他海外地區含韓國、新加坡、檳城（大山腳、峇六拜）、Kuala Lumpur吉隆坡、Bangkok曼谷、Manila馬尼拉，共7城市。
物流倉庫統計範圍：臺灣地區（林口）、中國大陸（東莞、香港）。",12.6020,公噸/資料邊界各據點員工合計數,依照確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信驗證，指標揭露內容參照GRI 303-3：2018 取水量,2026-05-15
1150513,113,3703,欣陸,346967.7771,母公司及主要營運子公司,11.3014,公噸/百萬元營業額,ISO 14001，驗證範圍：淡水水資源回收中心、鳳山水資源中心、安平水資源中心、臨海水資源中心,2026-05-15
1150513,113,3704,合勤控,151.9800,合勤投控及其子公司合勤科技、兆勤科技及盟創科技於台灣廠區,5.8500,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3705,永信,309534.0000,永信藥品工業股份有限公司之幼獅廠(含二、三廠)及頂店廠、永鴻國際生技股份有限公司之新竹廠、CARLSBAD TECHNOLOGY INC.、CHEMIX Inc.,38.5376,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3706,神達,440690.0000,神達控股股份有限公司 (母公司)，神達電腦股份有限公司，神雲科技股份有限公司，神達數位股份有限公司，昆達電腦科技（昆山）有限公司，璽達信息科技(昆山)有限公司，佛山市順德區順達電腦廠有限公司，MiTAC Information Systems Corp.,7.1820,公噸/百萬元營業額,AA1000,2026-05-15
1150513,113,3708,上緯投控,21076.0000,上緯興業股份有限公司、上偉碳纖複合材料股份有限公司、旺來企業股份有限公司、磁震科技開發股份有限公司,2.6780,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3711,日月光投控,21886295.3000,日月光半導體製造股份有限公司高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、新加坡廠、馬來西亞廠、ISE Labs、矽品精密工業股份有限公司大豐廠、中山廠、中科廠、二林廠、中工廠、新竹廠、彰化廠、蘇州廠、環電股份有限公司南投廠、張江廠、昆山廠、金橋廠、惠州廠、蘇州廠、墨西哥廠、越南廠。,36.7589,公噸/百萬元營業額,取證廠區：日月光半導體製造股份有限公司高雄廠、中壢廠、矽品精密工業股份有限公司大豐廠、中山廠、中科廠,2026-05-15
1150513,113,3712,永崴投控,143.6886,永崴含子公司:勁永國際股份有限公司、崴強科技股份有限公司、光燿科技股份有限公司及富崴廠、耀崴廠、富康廠、富彰廠、中旋實業有限公司。,0.0197,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3714,富采,2975000.0000,包含：富采、晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州),12.1976,公噸/百萬元營業額,N/A,2026-05-15
1150513,113,3715,定穎投控,41774615.0000,包含合併財務報表之母子公司,299.0001,公噸/百萬元營業額,AWS,2026-05-15
