出表日期,報告年度,公司代號,公司名稱,薪酬委員會席次,薪酬委員會獨立董事席次,薪酬委員會出席率,審計委員會席次,審計委員會出席率,date
1150513,113,6235,華孚,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6239,力成,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6243,迅杰,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6257,矽格,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6269,台郡,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6271,同欣電,3,3,100.00%,3,91.67%,2026-05-15
1150513,113,6277,宏正,5,2,100.00%,4,100.00%,2026-05-15
1150513,113,6278,台表科,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6281,全國電,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6282,康舒,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6283,淳安,3,3,77.78%,3,95.24%,2026-05-15
1150513,113,6285,啟碁,4,4,100.00%,4,95.00%,2026-05-15
1150513,113,6405,悅城,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6409,旭隼,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6412,群電,3,2,100.00%,2,100.00%,2026-05-15
1150513,113,6414,樺漢,3,3,100.00%,4,97.22%,2026-05-15
1150513,113,6415,矽力*-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6416,瑞祺電通,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6426,統新,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6431,光麗-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6438,迅得,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6442,光聖,4,3,100.00%,3,100.00%,2026-05-15
1150513,113,6443,元晶,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6446,藥華藥,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6449,鈺邦,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6451,訊芯-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6456,GIS-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6464,台數科,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6472,保瑞,3,3,100.00%,4,96.43%,2026-05-15
1150513,113,6477,安集,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6491,晶碩,3,3,88.89%,3,86.67%,2026-05-15
1150513,113,6504,南六,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6505,台塑化,4,4,90.91%,4,100.00%,2026-05-15
1150513,113,6515,穎崴,4,4,100.00%,4,95.00%,2026-05-15
1150513,113,6525,捷敏-KY,4,4,87.50%,4,90.00%,2026-05-15
1150513,113,6526,達發,4,4,100.00%,4,96.00%,2026-05-15
1150513,113,6531,愛普*,3,2,100.00%,3,100.00%,2026-05-15
1150513,113,6533,晶心科,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6534,正瀚-創,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6541,泰福-KY,4,4,90.91%,4,93.75%,2026-05-15
1150513,113,6550,北極星藥業-KY,3,3,100.00%,3,97.22%,2026-05-15
1150513,113,6552,易華電,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6558,興能高,3,3,100.00%,3,83.33%,2026-05-15
1150513,113,6573,虹揚-KY,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6579,研揚,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6581,鋼聯,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6582,申豐,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6585,鼎基,4,4,91.67%,4,95.00%,2026-05-15
1150513,113,6589,台康生技,4,4,87.50%,4,95.83%,2026-05-15
1150513,113,6591,動力-KY,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6592,和潤企業,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6598,ABC-KY,3,3,91.67%,3,93.33%,2026-05-15
1150513,113,6605,帝寶,4,3,100.00%,4,100.00%,2026-05-15
1150513,113,6606,建德工業,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6625,必應,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6641,基士德-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6645,金萬林-創,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6655,科定,4,4,95.00%,4,96.43%,2026-05-15
1150513,113,6657,華安,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6658,聯策,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6666,羅麗芬-KY,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6668,中揚光,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6669,緯穎,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6670,復盛應用,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6671,三能-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6672,騰輝電子-KY,3,3,100.00%,3,3.00%,2026-05-15
1150513,113,6674,鋐寶科技,3,3,83.33%,3,91.67%,2026-05-15
1150513,113,6689,伊雲谷,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6691,洋基工程,3,4,96.43%,4,96.43%,2026-05-15
1150513,113,6695,芯鼎,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6698,旭暉應材,3,3,86.67%,3,88.87%,2026-05-15
1150513,113,6706,惠特,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6715,嘉基,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6719,力智,3,3,93.33%,3,96.67%,2026-05-15
1150513,113,6742,澤米,3,3,92.00%,3,93.33%,2026-05-15
1150513,113,6743,安普新,4,4,94.00%,4,97.00%,2026-05-15
1150513,113,6753,龍德造船,3,3,100.00%,3,93.33%,2026-05-15
1150513,113,6754,匯僑設計,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6756,威鋒電子,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6757,台灣虎航,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6768,志強-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6770,力積電,3,3,100.00%,5,92.50%,2026-05-15
1150513,113,6771,平和環保-創,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6776,展碁國際,4,4,93.75%,4,93.75%,2026-05-15
1150513,113,6781,AES-KY,3,3,85.71%,3,83.33%,2026-05-15
1150513,113,6782,視陽,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6789,采鈺,4,4,100.00%,4,95.00%,2026-05-15
1150513,113,6790,永豐實,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6792,詠業,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6794,向榮生技-創,3,3,88.89%,3,86.67%,2026-05-15
1150513,113,6796,晉弘,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6799,來頡,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6805,富世達,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6806,森崴能源,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6807,峰源-KY,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6830,汎銓,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6834,天二科技,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6835,圓裕,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6838,台新藥,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6854,錼創科技-KY創,3,3,100.00%,3,94.44%,2026-05-15
1150513,113,6861,睿生光電,3,3,83.33%,3,86.67%,2026-05-15
1150513,113,6862,三集瑞-KY,4,4,100.00%,4,97.00%,2026-05-15
1150513,113,6863,永道-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6869,雲豹能源,3,3,100.00%,4,96.88%,2026-05-15
1150513,113,6873,泓德能源,3,3,96.30%,3,97.44%,2026-05-15
1150513,113,6885,全福生技,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6887,寶綠特-KY,4,4,93.75%,4,92.85%,2026-05-15
1150513,113,6890,來億-KY,3,3,100.00%,3,95.23%,2026-05-15
1150513,113,6901,鑽石投資,6,6,100.00%,6,97.44%,2026-05-15
1150513,113,6902,GOGOLOOK-創,3,3,91.67%,3,100.00%,2026-05-15
1150513,113,6906,現觀科,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6909,創控,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6914,阜爾運通,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6916,華凌,4,4,93.75%,4,90.00%,2026-05-15
1150513,113,6918,愛派司,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6919,康霈*,3,3,88.89%,3,87.50%,2026-05-15
1150513,113,6923,中台,3,3,75.00%,3,85.71%,2026-05-15
1150513,113,6924,榮惠-KY創,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6928,攸泰科技,3,3,91.67%,3,100.00%,2026-05-15
1150513,113,6931,青松健康,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6933,AMAX-KY,4,4,88.89%,4,100.00%,2026-05-15
1150513,113,6936,永鴻生技,4,4,93.75%,4,95.00%,2026-05-15
1150513,113,6937,天虹,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6944,兆聯實業,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6949,沛爾生醫-創,4,4,93.75%,4,93.75%,2026-05-15
1150513,113,6951,青新-創,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6952,大武山,3,3,95.20%,3,96.30%,2026-05-15
1150513,113,6955,邦睿生技-創,4,4,75.00%,4,85.00%,2026-05-15
1150513,113,6957,裕慶-KY,4,4,81.25%,4,88.89%,2026-05-15
1150513,113,6958,日盛台駿,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6962,奕力-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6965,中傑-KY,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,6969,成信實業*-創,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,6988,威力暘-創,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,6994,富威電力,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,7631,聚賢研發,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,7705,三商餐飲,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,7722,LINEPAY,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,7732,金興精密,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,7736,虎山,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,7740,熙特爾,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,7749,意騰-KY,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,7788,松川精密,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,8011,台通,3,3,93.33%,4,95.83%,2026-05-15
1150513,113,8016,矽創,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,8021,尖點,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,8028,昇陽半導體,3,3,88.89%,3,88.89%,2026-05-15
1150513,113,8033,雷虎,3,2,100.00%,3,100.00%,2026-05-15
1150513,113,8039,台虹,3,3,100.00%,3,93.33%,2026-05-15
1150513,113,8045,達運光電,3,3,100.00%,4,92.86%,2026-05-15
1150513,113,8046,南電,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8070,長華*,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8072,陞泰,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,8081,致新,3,3,100.00%,3,93.33%,2026-05-15
1150513,113,8101,華冠,3,3,100.00%,3,95.83%,2026-05-15
1150513,113,8103,瀚荃,3,3,100.00%,4,95.00%,2026-05-15
1150513,113,8104,錸寶,3,3,100.00%,3,95.83%,2026-05-15
1150513,113,8105,凌巨,3,3,93.33%,3,86.67%,2026-05-15
1150513,113,8110,華東,3,2,100.00%,4,90.00%,2026-05-15
1150513,113,8112,至上,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,8114,振樺電,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8131,福懋科,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8150,南茂,3,3,94.44%,5,97.14%,2026-05-15
1150513,113,8162,微矽電子-創,4,4,100.00%,4,95.00%,2026-05-15
1150513,113,8163,達方,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,8201,無敵,3,3,100.00%,4,100.00%,2026-05-15
1150513,113,8210,勤誠,3,3,92.00%,4,90.00%,2026-05-15
1150513,113,8213,志超,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,8215,明基材,4,4,75.00%,4,93.75%,2026-05-15
1150513,113,8222,寶一,4,4,93.75%,4,91.67%,2026-05-15
1150513,113,8249,菱光,3,2,100.00%,4,100.00%,2026-05-15
1150513,113,8261,富鼎,3,3,83.33%,3,83.33%,2026-05-15
1150513,113,8271,宇瞻,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8341,日友,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,8367,建新國際,3,3,85.71%,3,76.19%,2026-05-15
1150513,113,8374,羅昇,3,3,83.33%,3,94.44%,2026-05-15
1150513,113,8404,百和興業-KY,4,4,100.00%,4,97.22%,2026-05-15
1150513,113,8411,福貞-KY,4,4,100.00%,4,90.00%,2026-05-15
1150513,113,8422,可寧衛,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,8429,金麗-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8438,昶昕,3,3,100.00%,4,95.83%,2026-05-15
1150513,113,8442,威宏-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8443,阿瘦,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8454,富邦媒,3,3,100.00%,3,93.33%,2026-05-15
1150513,113,8462,柏文,3,3,100.00%,3,94.44%,2026-05-15
1150513,113,8463,潤泰材,3,3,83.33%,3,95.24%,2026-05-15
1150513,113,8464,億豐,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8466,美吉吉-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8467,波力-KY,3,3,83.33%,3,91.67%,2026-05-15
1150513,113,8473,山林水,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8476,台境*,3,3,88.89%,4,93.55%,2026-05-15
1150513,113,8478,東哥遊艇,3,3,88.89%,3,86.67%,2026-05-15
1150513,113,8481,政伸,3,3,100.00%,3,89.00%,2026-05-15
1150513,113,8482,商億-KY,4,4,100.00%,4,95.00%,2026-05-15
1150513,113,8487,愛爾達-創,4,4,100.00%,4,95.83%,2026-05-15
1150513,113,8488,吉源-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8499,鼎炫-KY,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,8926,台汽電,4,3,100.00%,3,100.00%,2026-05-15
1150513,113,8940,新天地,3,2,100.00%,2,100.00%,2026-05-15
1150513,113,8996,高力,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9802,鈺齊-KY,3,3,100.00%,5,96.00%,2026-05-15
1150513,113,9902,台火,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9904,寶成,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9905,大華,3,3,83.33%,3,91.67%,2026-05-15
1150513,113,9906,欣巴巴,3,3,100.00%,3,94.44%,2026-05-15
1150513,113,9907,統一實,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9908,大台北,3,3,100.00%,2,100.00%,2026-05-15
1150513,113,9910,豐泰,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,9911,櫻花,3,2,100.00%,3,100.00%,2026-05-15
1150513,113,9912,偉聯,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9914,美利達,3,2,100.00%,4,100.00%,2026-05-15
1150513,113,9917,中保科,3,2,100.00%,4,87.50%,2026-05-15
1150513,113,9918,欣天然,3,2,100.00%,5,96.67%,2026-05-15
1150513,113,9919,康那香,4,4,100.00%,4,95.00%,2026-05-15
1150513,113,9921,巨大,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9924,福興,3,3,100.00%,3,87.00%,2026-05-15
1150513,113,9925,新保,3,3,91.00%,4,93.75%,2026-05-15
1150513,113,9926,新海,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9927,泰銘,5,3,100.00%,3,100.00%,2026-05-15
1150513,113,9928,中視,3,2,100.00%,4,95.83%,2026-05-15
1150513,113,9929,秋雨,3,2,100.00%,3,100.00%,2026-05-15
1150513,113,9930,中聯資源,3,3,91.67%,3,86.67%,2026-05-15
1150513,113,9931,欣高,6,3,100.00%,12,100.00%,2026-05-15
1150513,113,9933,中鼎,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,9934,成霖,5,3,96.00%,4,94.44%,2026-05-15
1150513,113,9935,慶豐富,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9937,全國,3,3,91.67%,3,93.33%,2026-05-15
1150513,113,9938,百和,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,9939,宏全,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9940,信義,4,4,93.75%,4,96.88%,2026-05-15
1150513,113,9941,裕融,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,9942,茂順,4,4,100.00%,4,100.00%,2026-05-15
1150513,113,9943,好樂迪,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9944,新麗,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9945,潤泰新,3,3,100.00%,3,100.00%,2026-05-15
1150513,113,9946,三發地產,3,2,93.33%,3,94.44%,2026-05-15
1150513,113,9955,佳龍,3,2,88.89%,4,90.00%,2026-05-15
1150513,113,9958,世紀鋼,3,3,83.33%,3,95.24%,2026-05-15
1150513,113,1101,台泥,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1102,亞泥,3,2,100.00%,5,96.00%,2026-05-17
1150513,113,1103,嘉泥,3,2,88.89%,3,100.00%,2026-05-17
1150513,113,1104,環泥,4,3,100.00%,4,100.00%,2026-05-17
1150513,113,1108,幸福,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,1109,信大,3,2,100.00%,3,83.33%,2026-05-17
1150513,113,1110,東泥,3,3,83.33%,3,94.44%,2026-05-17
1150513,113,1201,味全,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1203,味王,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,1210,大成,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1213,大飲,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1215,卜蜂,3,3,100.00%,3,95.00%,2026-05-17
1150513,113,1216,統一,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1217,愛之味,3,3,88.89%,3,86.67%,2026-05-17
1150513,113,1218,泰山,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1219,福壽,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1220,台榮,2,1,100.00%,3,100.00%,2026-05-17
1150513,113,1225,福懋油,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1227,佳格,3,3,100.00%,4,96.00%,2026-05-17
1150513,113,1229,聯華,3,3,100.00%,3,91.75%,2026-05-17
1150513,113,1231,聯華食,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1232,大統益,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1233,天仁,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1234,黑松,3,3,89.00%,3,95.00%,2026-05-17
1150513,113,1235,興泰,3,3,83.33%,3,94.44%,2026-05-17
1150513,113,1236,宏亞,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1256,鮮活果汁-KY,3,3,100.00%,3,95.00%,2026-05-17
1150513,113,1301,台塑,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1303,南亞,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1304,台聚,4,4,92.00%,4,100.00%,2026-05-17
1150513,113,1305,華夏,3,3,88.89%,4,92.86%,2026-05-17
1150513,113,1307,三芳,3,2,100.00%,3,93.33%,2026-05-17
1150513,113,1308,亞聚,3,3,89.00%,4,94.00%,2026-05-17
1150513,113,1309,台達化,3,3,89.00%,4,100.00%,2026-05-17
1150513,113,1310,台苯,4,4,91.67%,4,100.00%,2026-05-17
1150513,113,1312,國喬,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1313,聯成,3,3,88.89%,3,100.00%,2026-05-17
1150513,113,1314,中石化,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1315,達新,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1316,上曜,3,2,100.00%,4,100.00%,2026-05-17
1150513,113,1319,東陽,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1321,大洋,4,4,91.67%,4,87.50%,2026-05-17
1150513,113,1323,永裕,3,2,100.00%,4,100.00%,2026-05-17
1150513,113,1324,地球,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1325,恆大,3,3,100.00%,4,100.00%,2026-05-17
1150513,113,1326,台化,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1337,再生-KY,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1338,廣華-KY,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1339,昭輝,4,4,100.00%,4,95.00%,2026-05-17
1150513,113,1340,勝悅-KY,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1341,富林-KY,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1342,八貫,4,4,86.00%,4,83.00%,2026-05-17
1150513,113,1402,遠東新,3,2,100.00%,5,100.00%,2026-05-17
1150513,113,1409,新纖,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1410,南染,3,3,100.00%,4,87.50%,2026-05-17
1150513,113,1413,宏洲,3,3,100.00%,4,100.00%,2026-05-17
1150513,113,1414,東和,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,1416,廣豐,3,3,100.00%,3,93.33%,2026-05-17
1150513,113,1417,嘉裕,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1418,東華,3,3,83.00%,3,86.00%,2026-05-17
1150513,113,1419,新紡,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,1423,利華,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1432,大魯閣,3,3,100.00%,4,95.45%,2026-05-17
1150513,113,1434,福懋,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1435,中福,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1436,華友聯,3,3,100.00%,4,100.00%,2026-05-17
1150513,113,1437,勤益控,4,3,100.00%,4,100.00%,2026-05-17
1150513,113,1438,三地開發,3,3,100.00%,3,95.83%,2026-05-17
1150513,113,1439,雋揚,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1440,南紡,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1441,大東,3,3,91.67%,4,95.00%,2026-05-17
1150513,113,1442,名軒,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1443,立益物流,3,2,100.00%,5,100.00%,2026-05-17
1150513,113,1444,力麗,3,3,100.00%,3,95.24%,2026-05-17
1150513,113,1445,大宇,3,2,83.33%,2,92.67%,2026-05-17
1150513,113,1446,宏和,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1447,力鵬,3,3,91.67%,3,96.30%,2026-05-17
1150513,113,1449,佳和,3,3,100.00%,4,100.00%,2026-05-17
1150513,113,1451,年興,3,2,100.00%,3,88.89%,2026-05-17
1150513,113,1452,宏益,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1453,大將,3,3,100.00%,3,94.44%,2026-05-17
1150513,113,1454,台富,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1455,集盛,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1456,怡華,3,3,100.00%,4,100.00%,2026-05-17
1150513,113,1457,宜進,3,3,83.30%,3,80.00%,2026-05-17
1150513,113,1459,聯發,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1460,宏遠,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,1463,強盛新,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,1464,得力,3,2,100.00%,4,100.00%,2026-05-17
1150513,113,1465,偉全,3,2,77.77%,4,100.00%,2026-05-17
1150513,113,1466,聚隆,3,3,100.00%,4,100.00%,2026-05-17
1150513,113,1467,南緯,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1468,昶和,3,3,100.00%,4,100.00%,2026-05-17
1150513,113,1470,大統新創,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1471,首利,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1472,三洋實業,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1473,台南,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1474,弘裕,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1475,業旺,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1476,儒鴻,3,3,100.00%,5,100.00%,2026-05-17
1150513,113,1477,聚陽,4,3,100.00%,4,90.00%,2026-05-17
1150513,113,1503,士電,3,3,100.00%,3,91.67%,2026-05-17
1150513,113,1504,東元,4,4,95.83%,4,94.44%,2026-05-17
1150513,113,1506,正道,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1512,瑞利,3,2,100.00%,3,89.00%,2026-05-17
1150513,113,1513,中興電,3,3,91.70%,3,94.40%,2026-05-17
1150513,113,1514,亞力,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1515,力山,4,3,91.67%,3,100.00%,2026-05-17
1150513,113,1516,川飛,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,1517,利奇,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1519,華城,4,4,100.00%,4,96.88%,2026-05-17
1150513,113,1521,大億,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1522,堤維西,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,1524,耿鼎,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1525,江申,3,3,100.00%,3,87.00%,2026-05-17
1150513,113,1526,日馳,3,3,100.00%,4,100.00%,2026-05-17
1150513,113,1527,鑽全,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1528,恩德,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1529,樂事綠能,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,1530,亞崴,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1531,高林股,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1532,勤美,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1533,車王電,3,3,100.00%,4,92.86%,2026-05-17
1150513,113,1535,中宇,3,3,100.00%,3,88.89%,2026-05-17
1150513,113,1536,和大,3,3,100.00%,3,90.48%,2026-05-17
1150513,113,1537,廣隆,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,1538,正峰,4,4,83.33%,4,84.38%,2026-05-17
1150513,113,1539,巨庭,3,3,88.89%,3,91.67%,2026-05-17
1150513,113,1540,喬福,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1541,錩泰,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1558,伸興,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1560,中砂,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1563,巧新,3,3,100.00%,4,92.86%,2026-05-17
1150513,113,1568,倉佑,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,1582,信錦,3,3,100.00%,4,100.00%,2026-05-17
1150513,113,1583,程泰,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1587,吉茂,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,1589,永冠-KY,3,3,100.00%,3,100.00%,2026-05-17
