出表日期,報告年度,公司代號,公司名稱,售出產品重量(公噸(t)),生產設施場所數量(座),依產品類別之產品產量,date
1150513,113,1203,味王,36609.000,1,本公司在113年度內外銷產品生產總品項，分別為味精61項、醬油109項、速食麵112項及調理快餐78項，共計360項。,2026-05-17
1150513,113,1210,大成,4216660.000,66,"飼料4,038,320t 大宗物資581,891t 肉品474,960t 食品182,450t",2026-05-17
1150513,113,1213,大飲,N/A,2,N/A,2026-05-17
1150513,113,1215,卜蜂,588656.000,5,N/A,2026-05-17
1150513,113,1216,統一,1435841.499,24,"單位：公噸。肉品：5,401、飲料罐頭：420,901、果汁：5,179、乳品：238,272、多多：10,952、豆米漿：78,865、布丁：7,434、沙拉油：338、芥花油：269、飼料：169,158、麵包：24,072、蛋糕：4,731、冷凍麵團：1,950、冷調食品：4,919、冰品：43,464、麵粉：83,644、麩皮：35,805、麥片：1,202、速食麵：34,302、速食米冬粉：708、麵條：2,594。",2026-05-17
1150513,113,1217,愛之味,117425.130,3,N/A,2026-05-17
1150513,113,1218,泰山,418013.267,2,N/A,2026-05-17
1150513,113,1219,福壽,669447.000,12,"單位：公噸(四捨五入)
配合飼料244,510
油脂產品75,286
單味產品186,092
食品287
肥料48,044
原料101,625
其他98
加工收入29
畜產品8,958
蛋品 2,301
豬隻 2,218
以上銷售數量包括福壽與萬集盛",2026-05-17
1150513,113,1220,台榮,149469.000,2,"飼料產品45,122
果糖產品55,736
澱粉及副產品48,611",2026-05-17
1150513,113,1225,福懋油,258712.000,1,N/A,2026-05-17
1150513,113,1227,佳格,206715.000,3,N/A,2026-05-17
1150513,113,1229,聯華,346719.124,2,"麵粉產量 255,513公噸、麩皮產量 88,161公噸、義大利麵產量 5,045公噸",2026-05-17
1150513,113,1231,聯華食,54133.000,5,0,2026-05-17
1150513,113,1232,大統益,572334.000,1,N/A,2026-05-17
1150513,113,1233,天仁,1118.000,1,2024年度產品生產量：不發酵茶247.6千台斤、半發酵茶612.6千台斤、全發酵茶491.9千台斤、花茶248.8千台斤、其他203.4千台斤。,2026-05-17
1150513,113,1234,黑松,237009.340,2,N/A,2026-05-17
1150513,113,1235,興泰,1527.185,1,N/A,2026-05-17
1150513,113,1236,宏亞,6371.000,494,N/A,2026-05-17
1150513,113,1256,鮮活果汁-KY,89391.000,4,N/A,2026-05-17
1150513,113,1301,台塑,N/A,N/A,"聚氯乙烯 (PVC)1,718,544公噸、氯乙烯(VCM)1,606,582公噸、液碱 1,401,718公噸、丙烯酸酯(AE)613,163公噸、正丁醇(NBA)246,479公噸、高吸水性樹脂(SAP)202,410公噸、丙烯腈(AN)284,090公噸、乙烯醋酸乙烯酯共聚物(EVA)314,070公噸、高密度聚乙烯(HDPE)272,968公噸。",2026-05-17
1150513,113,1303,南亞,2581795.000,101,"一、主要產品產量統計如下：
1.塑膠製品：硬質膠布86,389公噸、塑膠門窗25,465公噸、硬質管136,446公噸。
2.化工產品：丙二酚571,109公噸、乙二醇1,272,940公噸，可塑劑及硬化劑212,337公噸。
3.電子材料：電路板11,571千平方英呎、銅箔75,351公噸、銅箔基板54,588千張。
4.聚酯產品：聚酯纖維1,297,200公噸、聚酯薄膜56,916公噸。

二、本項目係以合併財報基礎進行揭露。

三、本項目之「售出產品產量」欄位，考量資料範圍一致性，僅將此欄位之以公噸計價之售出產品產量進行加總。",2026-05-17
1150513,113,1304,台聚,203916.000,N/A,"乙烯醋酸乙烯酯 110,189噸
高密度聚乙烯 69,581噸
線型低密度聚乙烯 8,797噸
其他化學品 422噸
加總=188,989噸

",2026-05-17
1150513,113,1305,華夏,403449.000,N/A,"113 年度產量：
PVC粉(噸)：300,474、
化學品(噸)：62,799、
氯乙烯單體(噸)：319,081、
塑膠布(噸)：16,473、
建材產品(噸)：17,484、
塑膠皮(仟碼)：4,674、
其他(噸)：465、
合計(噸)：721,450
註：仟碼約等於1噸。",2026-05-17
1150513,113,1308,亞聚,132904.000,N/A,"2024年產品總產量：131,105公噸。
包含：
低密度聚乙烯樹脂(LDPE)：43,479公噸
乙烯醋酸乙烯酯共聚合樹脂(EVA)：87,626公噸",2026-05-17
1150513,113,1309,台達化,430720.000,N/A,"林園廠ABS：86,741
前鎮廠EPS：59,751
前鎮廠GPS：94,641
頭份廠GW：8,998
中山廠EPS：162,204
",2026-05-17
1150513,113,1310,台苯,N/A,N/A,"苯乙烯年產量292,539.233噸",2026-05-17
1150513,113,1312,國喬,N/A,N/A,"銷售產品      2024年產量
苯乙烯          258,409公噸
ABS塑膠      56,959公噸
PS塑膠	       29,142公噸
尼龍              18,602公噸
總銷售量     363,112公噸
",2026-05-17
1150513,113,1313,聯成,N/A,N/A,"酸酐 750.5仟噸
可塑劑 3188.4仟噸
聚氯乙烯 665.6仟噸
其他化學品 60.39仟噸",2026-05-17
1150513,113,1314,中石化,606994.000,5,"己內醯胺(CPL)：155,865 公噸
尼龍粒(PA6)：58,675 公噸
丙烯腈(AN)：185,897 公噸
鄰苯基苯酚(OPP)：5,315 公噸
硫酸銨(AS)：260,969 公噸",2026-05-17
1150513,113,1315,達新,N/A,N/A,N/A,2026-05-17
1150513,113,1319,東陽,N/A,N/A,N/A,2026-05-17
1150513,113,1321,大洋,N/A,N/A,"塑膠粉/粒：106,025噸            塑膠管材：14,899噸              塑膠布：9,148噸                   合成皮：659仟碼                  雅纖新木(微晶木)：47噸",2026-05-17
1150513,113,1326,台化,N/A,N/A,"塑膠製品
ABS278,953公噸
PS 285,761公噸
PP335,619公噸
PC133,828公噸",2026-05-17
1150513,113,1337,再生-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1338,廣華-KY,27391.000,4,53872659pcs,2026-05-17
1150513,113,1339,昭輝,N/A,N/A,N/A,2026-05-17
1150513,113,1340,勝悅-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1342,八貫,N/A,N/A,N/A,2026-05-17
1150513,113,1410,南染,N/A,N/A,N/A,2026-05-17
1150513,113,1413,宏洲,66090.000,1,"聚酯粒74,814公噸 聚酯絲56,916公噸 其他343公噸 合計129,073公噸",2026-05-17
1150513,113,1414,東和,N/A,N/A,N/A,2026-05-17
1150513,113,1417,嘉裕,N/A,N/A,N/A,2026-05-17
1150513,113,1418,東華,N/A,N/A,N/A,2026-05-17
1150513,113,1419,新紡,N/A,N/A,N/A,2026-05-17
1150513,113,1423,利華,N/A,N/A,N/A,2026-05-17
1150513,113,1432,大魯閣,N/A,N/A,N/A,2026-05-17
1150513,113,1435,中福,N/A,N/A,N/A,2026-05-17
1150513,113,1436,華友聯,N/A,N/A,N/A,2026-05-17
1150513,113,1439,雋揚,N/A,N/A,N/A,2026-05-17
1150513,113,1440,南紡,N/A,N/A,N/A,2026-05-17
1150513,113,1441,大東,5475.000,1,"本公司113年度紗產品約5,037公噸；布品約438公噸",2026-05-17
1150513,113,1442,名軒,N/A,N/A,N/A,2026-05-17
1150513,113,1443,立益物流,N/A,N/A,N/A,2026-05-17
1150513,113,1445,大宇,N/A,N/A,N/A,2026-05-17
1150513,113,1449,佳和,N/A,N/A,N/A,2026-05-17
1150513,113,1451,年興,N/A,N/A,N/A,2026-05-17
1150513,113,1455,集盛,N/A,N/A,N/A,2026-05-17
1150513,113,1456,怡華,N/A,N/A,N/A,2026-05-17
1150513,113,1457,宜進,4938.810,N/A,織帶：3987.659公噸，加工絲951.151公噸,2026-05-17
1150513,113,1459,聯發,N/A,N/A,N/A,2026-05-17
1150513,113,1460,宏遠,N/A,N/A,N/A,2026-05-17
1150513,113,1465,偉全,N/A,N/A,N/A,2026-05-17
1150513,113,1468,昶和,N/A,N/A,N/A,2026-05-17
1150513,113,1470,大統新創,N/A,N/A,N/A,2026-05-17
1150513,113,1474,弘裕,N/A,N/A,N/A,2026-05-17
1150513,113,1475,業旺,9311.000,N/A,N/A,2026-05-17
1150513,113,1504,東元,N/A,N/A,N/A,2026-05-17
1150513,113,1513,中興電,N/A,N/A,N/A,2026-05-17
1150513,113,1514,亞力,N/A,N/A,N/A,2026-05-17
1150513,113,1515,力山,N/A,N/A,N/A,2026-05-17
1150513,113,1516,川飛,N/A,N/A,N/A,2026-05-17
1150513,113,1519,華城,N/A,N/A,N/A,2026-05-17
1150513,113,1524,耿鼎,N/A,N/A,N/A,2026-05-17
1150513,113,1526,日馳,N/A,N/A,N/A,2026-05-17
1150513,113,1527,鑽全,N/A,N/A,N/A,2026-05-17
1150513,113,1530,亞崴,N/A,N/A,N/A,2026-05-17
1150513,113,1531,高林股,N/A,N/A,N/A,2026-05-17
1150513,113,1532,勤美,N/A,N/A,N/A,2026-05-17
1150513,113,1533,車王電,N/A,N/A,N/A,2026-05-17
1150513,113,1536,和大,N/A,N/A,N/A,2026-05-17
1150513,113,1537,廣隆,N/A,N/A,N/A,2026-05-17
1150513,113,1538,正峰,N/A,N/A,N/A,2026-05-17
1150513,113,1540,喬福,N/A,N/A,N/A,2026-05-17
1150513,113,1558,伸興,N/A,N/A,N/A,2026-05-17
1150513,113,1568,倉佑,N/A,N/A,N/A,2026-05-17
1150513,113,1582,信錦,N/A,N/A,N/A,2026-05-17
1150513,113,1583,程泰,N/A,N/A,N/A,2026-05-17
1150513,113,1589,永冠-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1597,直得,N/A,N/A,N/A,2026-05-17
1150513,113,1598,岱宇,N/A,4,"電動跑步機：132,155
橢圓機：37,955
健身車：65,328",2026-05-17
1150513,113,1603,華電,N/A,N/A,N/A,2026-05-17
1150513,113,1604,聲寶,N/A,N/A,N/A,2026-05-17
1150513,113,1605,華新,N/A,N/A,"不銹鋼725,799 公噸",2026-05-17
1150513,113,1608,華榮,25240.000,12,"銅線(8,717t) 電力電纜(14,523t) 、通信電纜(100t)、光纖電纜(173t)、工程及其他(1,727t)  ",2026-05-17
1150513,113,1609,大亞,55229.396,4,"裸銅線6,159.810噸
電力電纜40,480.424噸
通信光纜483.812噸
漆包線8,640.177噸
其他3,502.010噸",2026-05-17
1150513,113,1611,中電,N/A,N/A,N/A,2026-05-17
1150513,113,1612,宏泰,N/A,N/A,N/A,2026-05-17
1150513,113,1614,三洋電,N/A,N/A,N/A,2026-05-17
1150513,113,1616,億泰,N/A,N/A,N/A,2026-05-17
1150513,113,1617,榮星,N/A,N/A,N/A,2026-05-17
1150513,113,1618,合機,N/A,5,NA,2026-05-17
1150513,113,1626,艾美特-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1702,南僑,233967.000,14,N/A,2026-05-17
1150513,113,1707,葡萄王,N/A,N/A,N/A,2026-05-17
1150513,113,1708,東鹼,N/A,N/A,"⚫ 硫酸鉀：138,343.53公噸 
⚫ 氯化鈣：213,727.71公噸 
⚫ 鹽酸：166,995.53公噸 
⚫ 小蘇打：12,959.53公噸 ",2026-05-17
1150513,113,1709,和益,201195.000,4,"烷化部門:132,834公噸，樹脂部門:31,163公噸，農藥及其他:2,364公噸，合計166,361公噸",2026-05-17
1150513,113,1710,東聯,693300.446,N/A,"乙二醇系列: 27萬噸
氣體系列: 53萬噸
特用化學品系列: 15萬噸",2026-05-17
1150513,113,1711,永光,N/A,N/A," 色料化學品15,826.4568噸
 特用化學品  3,700.7418噸
 電子化學品13,229.0693噸
 醫藥化學品      1.1221噸
 碳粉           4,419.9979噸
",2026-05-17
1150513,113,1712,興農,N/A,N/A,"(1) 植物保護-農藥： 20,843 公噸
(2) 環境用藥：88,135公斤
(3) 植物保護-肥料： 8,142公噸
(4) 塑膠製品：157,614仟元",2026-05-17
1150513,113,1713,國化,N/A,N/A,"本公司2024年保險粉、氧化鋅、吊白塊及重亞硫酸鈉等產品生產量為10,600公噸，詳見國泰化工廠2024年度股東會年報。",2026-05-17
1150513,113,1714,和桐,N/A,N/A,"113年產量
NP：33653.835公噸
IPO：2673.089公噸
總計：36326.924公噸",2026-05-17
1150513,113,1717,長興,N/A,16,612778,2026-05-17
1150513,113,1718,中纖,N/A,N/A,"單乙二醇(MEG): 71,235公噸                                      二乙二醇(DEG): 7,249公噸                                         三乙二醇(TEG): 204公噸                                            環氧乙烷(EO): 15,157公噸                                         壬酚(NP): 16,667公噸                                                聚酯絲: 45,603公噸                                                    電力: 226,266,700度",2026-05-17
1150513,113,1720,生達,N/A,N/A,N/A,2026-05-17
1150513,113,1721,三晃,15098.000,5,"類        別                                                               產      量
特用化學品                                                            9,280噸
植物保護用藥	                                                   741噸
熱可塑性聚胺脂膠粒	                                        1,909噸
樹        脂                                                                   999噸
其        他	                                                        2,169噸",2026-05-17
1150513,113,1722,台肥,N/A,N/A,638426.000公噸 肥料產品 163157.520公噸 化工產品 13181.550公噸 電子級化學品,2026-05-17
1150513,113,1723,中碳,N/A,N/A,"煤焦油及化學品系列產品(液體)227,857噸
輕油及油品系列產品(液體)79,401噸
碳材料及焦碳系列產品(固體)244,286噸",2026-05-17
1150513,113,1725,元禎,N/A,N/A,"1.化學品：98,453公噸
2.塑膠：76,305公噸
3.油品：59,265公噸
4.其他：5公噸",2026-05-17
1150513,113,1726,永記,82105.000,N/A,"建築：41,968噸
防蝕：13,010噸
船舶：  2,088噸
防火：10,256噸
彩鋼：13,039噸
其他：  4,063噸
合計：84,424噸",2026-05-17
1150513,113,1727,中華化,N/A,N/A,基礎化學品95029公噸                                               特用化學品6260公噸                                                 電子化學品39074公噸,2026-05-17
1150513,113,1730,花仙子,N/A,N/A,"芳香消臭系列15,338 仟只
驅塵潔淨系列14,497 仟只
除濕系列9,095 仟只",2026-05-17
1150513,113,1731,美吾華,N/A,N/A,N/A,2026-05-17
1150513,113,1732,毛寶,N/A,N/A,"洗衣劑系列_10,979,207KGS;家庭清潔系列_3,199,809KGS;其他_42,364KGS",2026-05-17
1150513,113,1735,日勝化,N/A,2,"聚氨酯樹脂(PU)15,353噸，聚酯多元醇(PE)1,534噸，合計16,887噸。",2026-05-17
1150513,113,1736,喬山,N/A,N/A,N/A,2026-05-17
1150513,113,1737,臺鹽,N/A,8,N/A,2026-05-17
1150513,113,1752,南光,N/A,N/A,N/A,2026-05-17
1150513,113,1760,寶齡富錦,N/A,N/A,N/A,2026-05-17
1150513,113,1762,中化生,N/A,N/A,N/A,2026-05-17
1150513,113,1773,勝一,N/A,N/A,"醋酸酯類及丙酸酯類：30,044 T；
福馬林：4,441 T；
尿素膠：3,396 T；
醚醇酯類：80,444 T；
醚醇類：82,296 T。",2026-05-17
1150513,113,1776,展宇,N/A,N/A,"1.PU樹脂:11,091公噸
2.熱可塑性聚氨酯(TPU): 2,472公噸
3.其他: 1,528公噸
               ",2026-05-17
1150513,113,1783,和康生,N/A,N/A,N/A,2026-05-17
1150513,113,1786,科妍,N/A,N/A,N/A,2026-05-17
1150513,113,1789,神隆,N/A,N/A,N/A,2026-05-17
1150513,113,1795,美時,N/A,N/A,N/A,2026-05-17
1150513,113,1802,台玻,N/A,N/A,N/A,2026-05-17
1150513,113,1806,冠軍,N/A,N/A,N/A,2026-05-17
1150513,113,1809,中釉,N/A,N/A,"本司生產產品產量說明：
2024年度：
(1) 玉晶石：12,579 m2
(2) 色釉料：27,408 t
(3) 螢光片：30,352 kg",2026-05-17
1150513,113,1810,和成,N/A,N/A,N/A,2026-05-17
1150513,113,1903,士紙,N/A,N/A,N/A,2026-05-17
1150513,113,1904,正隆,1506278.000,10,N/A,2026-05-17
1150513,113,1905,華紙,823384.000,5,"紙漿產量342,491噸，紙張產量 358,633 噸，紙板產量122,260 噸。",2026-05-17
1150513,113,1907,永豐餘,N/A,36,本公司售出產品重量，詳見2024年報P.48~50「市場及產銷概況」，官網連結https://www.yfy.com/album/tw_inv_table07/682c3802ca343.pdf,2026-05-17
1150513,113,2002,中鋼,N/A,N/A,"粗鋼產量：8,260,137 公噸",2026-05-17
1150513,113,2006,東和鋼鐵,N/A,N/A,"鋼筋1,407,591噸、型鋼633,258噸",2026-05-17
1150513,113,2007,燁興,N/A,N/A,"碳鋼145,640噸、快銷鋼170噸、合⾦鋼849噸、不銹鋼57,311頓、鋼筋7,283噸",2026-05-17
1150513,113,2009,第一銅,N/A,N/A,"9,122噸",2026-05-17
1150513,113,2010,春源,N/A,N/A,"總計母公司主要產品噸數：440,479噸",2026-05-17
1150513,113,2012,春雨,N/A,N/A,"螺 絲:19,221公噸，螺帽:2,937公噸，攻 牙 螺 絲:30,142公噸，磨光線材:24,667公噸，球狀化線材:57,430公噸 ",2026-05-17
1150513,113,2013,中鋼構,N/A,N/A,"廠房鋼架59,206噸、高樓鋼架70,695噸、其他鋼架767噸。",2026-05-17
1150513,113,2014,中鴻,N/A,N/A,"熱軋鋼品：1,468,236公噸、冷軋鋼品：207,212公噸、鋼管：57,085公噸",2026-05-17
1150513,113,2015,豐興,N/A,N/A,"主要產品
鋼胚 1,636,717 噸
型鋼 315,630 噸
條線 (棒鋼、盤元) 336,806 噸
鋼筋 984,919 噸",2026-05-17
1150513,113,2017,官田鋼,N/A,N/A,"1. 鍍鋅鐵線及加工：9,467 公噸
2. 鋼鐵線材及加工：51,986 公噸
3. 螺絲及加工：32,120 公噸",2026-05-17
1150513,113,2020,美亞,N/A,2,"碳鋼鋼管66,895噸；不銹鋼鋼管5,671噸；不銹鋼板12,338噸",2026-05-17
1150513,113,2022,聚亨,N/A,N/A,"盤元:77619噸
線材:124909噸
螺絲:42653噸
鋼筋:27118噸
加工收入:75503噸",2026-05-17
1150513,113,2023,燁輝,N/A,N/A,"鍍鋅鋼捲507,108噸、烤漆鋼捲229,538噸、天車工程8.86台、鋼構工程15,893噸、其他87,367噸 (包含軋延鋼捲、買賣鋼捲及代工)",2026-05-17
1150513,113,2025,千興,16674.422,1,"304  鋼捲：16641.639公噸
304L鋼捲：      11.211公噸
316L鋼捲：      21.572公噸",2026-05-17
1150513,113,2027,大成鋼,N/A,N/A,"不銹鋼產品：187,347噸
螺絲螺帽：173,618噸
鋁製品：238,110噸
窗飾：12,094平方英尺
系統家具：1,745件
其他產品：1,515噸",2026-05-17
1150513,113,2028,威致,N/A,N/A,"1.鋼筋：462,009噸、2.棒鋼：35,126噸、3.盤元：14,632噸、4.鋼胚：592,876噸(鋼胚供軋自用519,517噸)",2026-05-17
1150513,113,2029,盛餘,N/A,N/A,"鍍鋅鋼捲268仟公噸
烤漆鋼捲135仟公噸",2026-05-17
1150513,113,2030,彰源,149516.000,7,"不銹鋼管：120千噸
不銹鋼捲板：18千噸",2026-05-17
1150513,113,2031,新光鋼,408671.000,3,"344,221公噸(t)",2026-05-17
1150513,113,2034,允強,133723.000,4,"不銹鋼鋼管 73,391公噸  不銹鋼板/捲 58,429公噸   其他不銹鋼製品  2,048公噸",2026-05-17
1150513,113,2069,運錩,N/A,N/A,N/A,2026-05-17
1150513,113,2101,南港,29730.900,2,"6,499,374條",2026-05-17
1150513,113,2103,台橡,552243.000,8,"113年主要產品產量
合成橡膠：542,236公噸
非合成橡膠：10,007公噸
總計552,243公噸",2026-05-17
1150513,113,2104,國際中橡,389090.000,8,"碳黑：391,502公噸",2026-05-17
1150513,113,2105,正新,N/A,N/A,N/A,2026-05-17
1150513,113,2107,厚生,N/A,N/A,N/A,2026-05-17
1150513,113,2108,南帝,N/A,N/A,N/A,2026-05-17
1150513,113,2114,鑫永銓,N/A,N/A,N/A,2026-05-17
1150513,113,2115,六暉-KY,N/A,N/A,N/A,2026-05-17
1150513,113,2201,裕隆,N/A,N/A,N/A,2026-05-17
1150513,113,2206,三陽工業,N/A,3,N/A,2026-05-17
1150513,113,2208,台船,N/A,N/A,N/A,2026-05-17
1150513,113,2211,長榮鋼,123773.000,2,"鋼構產品 127,092公噸",2026-05-17
1150513,113,2227,裕日車,N/A,N/A,N/A,2026-05-17
1150513,113,2228,劍麟,N/A,N/A,N/A,2026-05-17
1150513,113,2231,為升,N/A,N/A,N/A,2026-05-17
1150513,113,2233,宇隆,N/A,N/A,N/A,2026-05-17
1150513,113,2236,百達-KY,N/A,N/A,N/A,2026-05-17
1150513,113,2241,艾姆勒,N/A,2,N/A,2026-05-17
1150513,113,2243,宏旭-KY,N/A,N/A,N/A,2026-05-17
1150513,113,2247,汎德永業,N/A,N/A,N/A,2026-05-17
1150513,113,2254,巨鎧精密-創,N/A,N/A,N/A,2026-05-17
1150513,113,2258,鴻華先進-創,N/A,N/A,N/A,2026-05-17
1150513,113,2301,光寶科,N/A,N/A,"本公司主要產品有三項，分別生產產量如下：

1. 光電產品：17,656,417仟台

2. 資訊及消費性電子：280,839仟台

3. 電端及物聯網：47,726仟台
合計17,984,982仟台",2026-05-17
1150513,113,2302,麗正,N/A,N/A,N/A,2026-05-17
1150513,113,2303,聯電,N/A,12,"344.6萬片約當12 吋晶圓
",2026-05-17
1150513,113,2305,全友,N/A,N/A,"影像掃描器佔28%
光電子設備佔72% ",2026-05-17
1150513,113,2308,台達電,N/A,N/A,"商業機密不予揭露 ，因涉及營運與產能策略，影響競爭優勢
",2026-05-17
1150513,113,2312,金寶,79071.310,19,"2024年主要產品產量為27,364,276台",2026-05-17
1150513,113,2313,華通,N/A,N/A,請參閱華通電腦2024年報中文版第 64 頁,2026-05-17
1150513,113,2314,台揚,N/A,N/A,1152712,2026-05-17
1150513,113,2316,楠梓電,N/A,N/A,N/A,2026-05-17
1150513,113,2317,鴻海,N/A,N/A,"鴻海已建構完善的品質管理系統，並制定明確的品質政策，各廠區亦取得ISO 9001等國際標準驗證，我們透過公司透過「規劃、執行、檢查、改善」（PDCA）管理循環，持續推動品質檢查、內部稽核及各項管理活動，導入流程管理方法及風險評估機制，積極識別並消除潛在風險，實現持續改善目標。 消費智能產品營收達到3,169,936 百萬新臺幣，雲端網路產品2,001,817 百萬新臺幣，電腦終端產品1,262,891 百萬新臺幣，元件及其他產品424,971 百萬新臺幣。",2026-05-17
1150513,113,2321,東訊,N/A,N/A,N/A,2026-05-17
1150513,113,2323,中環,N/A,N/A,"光儲存及週邊產品：18,142仟套",2026-05-17
1150513,113,2324,仁寶,14390.000,13,"筆電類: 35,262,267台
非筆電類:  20,377,393 件",2026-05-17
1150513,113,2327,國巨,N/A,N/A,"主要商品:積層陶瓷電容338,680百萬顆，鉭質電容3,378百萬顆，晶片電阻778,214百萬顆，磁性元件26,545百萬顆，感測器69百萬顆。",2026-05-17
1150513,113,2328,廣宇,N/A,15,"本公司主要產品為電子訊號線、線束、車用線束及PCB等電子零組件產品，係依據客戶需求與規格，量身訂製，並以準時交期、優良品質為服務宗旨，滿足客戶的所有需求。2024年度並無客戶機密或資訊外洩的情況，也沒有因產品責任而產生的訴訟案件。公司也已經投保產品責任保險，以規避因產品責任訴訟可能產生的相關風險。
",2026-05-17
1150513,113,2329,華泰,N/A,N/A,"本公司2024年度產品產量分別為塑膠積體電路807,971  仟個、EMS 64,209  仟個及其他,詳見本公司ESG報告書「4.3.1產品布局」章節。",2026-05-17
1150513,113,2330,台積電,N/A,N/A,"達1,290萬片十二吋晶圓約當量",2026-05-17
1150513,113,2331,精英,N/A,2,3090262(片、台),2026-05-17
1150513,113,2332,友訊,N/A,N/A,"(1) 網通設備類  :  5,703,070 units   
(2) 其他類:1,780 units",2026-05-17
1150513,113,2337,旺宏,N/A,N/A,"113年度記憶體產品晶粒總產量1,764,382(仟)顆，代工服務約當8吋晶圓170,846片。",2026-05-17
1150513,113,2338,光罩,21.322,3,"2024年產品產量為21,322公斤",2026-05-17
